fetched_at,commence_time,event_id,away,home,book,market,side,line,odds,player
2026-08-26T17:34:26+00:00,2026-08-28T02:00:00Z,c50e15e047d9d6a906dc41c27c15120d,WAS,PHX,fanduel,player_rebounds,Shakira Austin|over,9.5,-136,Shakira Austin
2026-08-26T17:34:26+00:00,2026-08-28T02:00:00Z,c50e15e047d9d6a906dc41c27c15120d,WAS,PHX,fanduel,player_rebounds,Shakira Austin|under,9.5,102,Shakira Austin
2026-08-26T17:34:26+00:00,2026-08-28T02:00:00Z,c50e15e047d9d6a906dc41c27c15120d,WAS,PHX,fanduel,player_rebounds,Natasha Mack|over,7.5,-128,Natasha Mack
2026-08-26T17:34:26+00:00,2026-08-28T02:00:00Z,c50e15e047d9d6a906dc41c27c15120d,WAS,PHX,fanduel,player_rebounds,Natasha Mack|under,7.5,-104,Natasha Mack
2026-08-26T17:34:26+00:00,2026-08-28T02:00:00Z,c50e15e047d9d6a906dc41c27c15120d,WAS,PHX,fanduel,player_rebounds,Sonia Citron|over,3.5,-132,Sonia Citron
2026-08-26T17:34:26+00:00,2026-08-28T02:00:00Z,c50e15e047d9d6a906dc41c27c15120d,WAS,PHX,fanduel,player_rebounds,Sonia Citron|under,3.5,100,Sonia Citron
2026-08-26T17:34:26+00:00,2026-08-28T02:00:00Z,c50e15e047d9d6a906dc41c27c15120d,WAS,PHX,fanduel,player_rebounds,Alyssa Thomas|over,8.5,114,Alyssa Thomas
2026-08-26T17:34:26+00:00,2026-08-28T02:00:00Z,c50e15e047d9d6a906dc41c27c15120d,WAS,PHX,fanduel,player_rebounds,Alyssa Thomas|under,8.5,-152,Alyssa Thomas
2026-08-26T17:34:26+00:00,2026-08-28T02:00:00Z,c50e15e047d9d6a906dc41c27c15120d,WAS,PHX,fanduel,player_rebounds,Kiki Iriafen|over,9.5,-102,Kiki Iriafen
2026-08-26T17:34:26+00:00,2026-08-28T02:00:00Z,c50e15e047d9d6a906dc41c27c15120d,WAS,PHX,fanduel,player_rebounds,Kiki Iriafen|under,9.5,-130,Kiki Iriafen
2026-08-26T17:34:26+00:00,2026-08-28T02:00:00Z,c50e15e047d9d6a906dc41c27c15120d,WAS,PHX,fanduel,player_rebounds,Kahleah Copper|over,3.5,116,Kahleah Copper
2026-08-26T17:34:26+00:00,2026-08-28T02:00:00Z,c50e15e047d9d6a906dc41c27c15120d,WAS,PHX,fanduel,player_rebounds,Kahleah Copper|under,3.5,-154,Kahleah Copper
2026-08-26T17:34:26+00:00,2026-08-28T02:00:00Z,c50e15e047d9d6a906dc41c27c15120d,WAS,PHX,fanduel,player_threes,Michaela Onyenwere|over,1.5,102,Michaela Onyenwere
2026-08-26T17:34:26+00:00,2026-08-28T02:00:00Z,c50e15e047d9d6a906dc41c27c15120d,WAS,PHX,fanduel,player_threes,Michaela Onyenwere|under,1.5,-136,Michaela Onyenwere
2026-08-26T17:34:26+00:00,2026-08-28T02:00:00Z,c50e15e047d9d6a906dc41c27c15120d,WAS,PHX,fanduel,player_threes,Kelsey Plum|over,1.5,-130,Kelsey Plum
2026-08-26T17:34:26+00:00,2026-08-28T02:00:00Z,c50e15e047d9d6a906dc41c27c15120d,WAS,PHX,fanduel,player_threes,Kelsey Plum|under,1.5,-102,Kelsey Plum
2026-08-26T17:34:26+00:00,2026-08-28T02:00:00Z,c50e15e047d9d6a906dc41c27c15120d,WAS,PHX,fanduel,player_threes,Kahleah Copper|over,2.5,158,Kahleah Copper
2026-08-26T17:34:26+00:00,2026-08-28T02:00:00Z,c50e15e047d9d6a906dc41c27c15120d,WAS,PHX,fanduel,player_threes,Kahleah Copper|under,2.5,-215,Kahleah Copper
2026-08-26T17:34:26+00:00,2026-08-28T02:00:00Z,c50e15e047d9d6a906dc41c27c15120d,WAS,PHX,fanduel,player_threes,Sonia Citron|over,1.5,-112,Sonia Citron
2026-08-26T17:34:26+00:00,2026-08-28T02:00:00Z,c50e15e047d9d6a906dc41c27c15120d,WAS,PHX,fanduel,player_threes,Sonia Citron|under,1.5,-118,Sonia Citron
2026-08-26T17:34:26+00:00,2026-08-28T02:00:00Z,c50e15e047d9d6a906dc41c27c15120d,WAS,PHX,fanduel,player_threes,Georgia Amoore|over,1.5,102,Georgia Amoore
2026-08-26T17:34:26+00:00,2026-08-28T02:00:00Z,c50e15e047d9d6a906dc41c27c15120d,WAS,PHX,fanduel,player_threes,Georgia Amoore|under,1.5,-136,Georgia Amoore
