away,awayName,awayPts,date,dateNum,gqi,home,homeName,homePts,id,loser,margin,month,overtime,pace,season,seasonType,topPerf,winner,total,home_margin,away_result,home_result,source
DAL,Dallas Wings,84,2026-06-25,1782345600000.0,33.0,LVA,Las Vegas Aces,99,1022600133.0,DAL,15,Jun,False,84.0,2026-27,regular_season,"A. Wilson — 32 pts, 9 reb",LVA,183,15,L,W,
LAS,Los Angeles Sparks,97,2026-06-25,1782345600000.0,38.0,TOR,Toronto Tempo,125,1022600132.0,LAS,28,Jun,False,86.5,2026-27,regular_season,"M. Mabrey — 53 pts, 6 reb",TOR,222,28,L,W,
NYL,New York Liberty,88,2026-06-25,1782345600000.0,44.0,SEA,Seattle Storm,99,1022600134.0,NYL,11,Jun,False,83.5,2026-27,regular_season,"F. Johnson — 28 pts, 9 reb",SEA,187,11,L,W,
ATL,Atlanta Dream,75,2026-06-26,1782432000000.0,43.0,GSV,Golden State Valkyries,78,1022600137.0,ATL,3,Jun,False,81.0,2026-27,regular_season,"J. Canada — 23 pts, 3 reb",GSV,153,3,L,W,
PDX,Portland Fire,94,2026-06-26,1782432000000.0,33.0,CHI,Chicago Sky,124,1022600136.0,PDX,30,Jun,False,83.0,2026-27,regular_season,"K. Cardoso — 30 pts, 8 reb",CHI,218,30,L,W,
WAS,Washington Mystics,57,2026-06-26,1782432000000.0,16.0,CON,Connecticut Sun,68,1022600135.0,WAS,11,Jun,False,77.0,2026-27,regular_season,"G. Amoore — 14 pts, 5 ast",CON,125,11,L,W,
ATL,Atlanta Dream,90,2026-06-27,1782518400000.0,37.0,SEA,Seattle Storm,105,1022600140.0,ATL,15,Jun,False,83.0,2026-27,regular_season,"R. Howard — 27 pts, 3 ast",SEA,195,15,L,W,
LAS,Los Angeles Sparks,87,2026-06-27,1782518400000.0,37.0,IND,Indiana Fever,111,1022600139.0,LAS,24,Jun,False,85.5,2026-27,regular_season,"K. Mitchell — 26 pts, 3 reb",IND,198,24,L,W,
PHX,Phoenix Mercury,89,2026-06-27,1782518400000.0,32.0,TOR,Toronto Tempo,80,1022600138.0,TOR,9,Jun,False,78.5,2026-27,regular_season,"K. Copper — 27 pts, 5 reb",PHX,169,-9,W,L,
LVA,Las Vegas Aces,107,2026-06-28,1782604800000.0,61.0,CHI,Chicago Sky,99,1022600143.0,CHI,8,Jun,False,86.0,2026-27,regular_season,"A. Wilson — 30 pts, 15 reb",LVA,206,-8,W,L,
MIN,Minnesota Lynx,85,2026-06-28,1782604800000.0,36.0,DAL,Dallas Wings,77,1022600141.0,DAL,8,Jun,False,81.5,2026-27,regular_season,"P. Bueckers — 25 pts, 4 ast",MIN,162,-8,W,L,
NYL,New York Liberty,67,2026-06-28,1782604800000.0,20.0,GSV,Golden State Valkyries,76,1022600144.0,NYL,9,Jun,False,69.0,2026-27,regular_season,"J. Jones — 21 pts, 7 reb",GSV,143,9,L,W,
PDX,Portland Fire,123,2026-06-28,1782604800000.0,90.0,WAS,Washington Mystics,124,1022600142.0,PDX,1,Jun,True,117.5,2026-27,regular_season,"C. Leite — 32 pts, 9 ast",WAS,247,1,L,W,
ATL,Atlanta Dream,76,2026-07-02,1782950400000.0,42.0,WAS,Washington Mystics,81,1022600145.0,ATL,5,Jul,False,82.0,2026-27,regular_season,"R. Howard — 24 pts, 3 ast",WAS,157,5,L,W,
DAL,Dallas Wings,86,2026-07-02,1782950400000.0,49.0,CON,Connecticut Sun,83,1022600146.0,CON,3,Jul,False,80.0,2026-27,regular_season,"P. Bueckers — 25 pts, 7 reb",DAL,169,-3,W,L,
SEA,Seattle Storm,67,2026-07-02,1782950400000.0,3.0,PHX,Phoenix Mercury,90,1022600147.0,SEA,23,Jul,False,76.0,2026-27,regular_season,"K. Copper — 30 pts, 7 reb",PHX,157,23,L,W,
CHI,Chicago Sky,90,2026-07-03,1783036800000.0,68.0,LVA,Las Vegas Aces,98,1022600149.0,CHI,8,Jul,True,90.0,2026-27,regular_season,"N. Smith — 29 pts, 8 reb",LVA,188,8,L,W,
MIN,Minnesota Lynx,86,2026-07-03,1783036800000.0,28.0,NYL,New York Liberty,99,1022600148.0,MIN,13,Jul,False,78.0,2026-27,regular_season,"B. Stewart — 36 pts, 7 reb",NYL,185,13,L,W,
GSV,Golden State Valkyries,88,2026-07-04,1783123200000.0,43.0,ATL,Atlanta Dream,83,1022600150.0,ATL,5,Jul,False,79.0,2026-27,regular_season,"A. Gray — 22 pts, 4 reb",GSV,171,-5,W,L,
PDX,Portland Fire,77,2026-07-04,1783123200000.0,43.0,SEA,Seattle Storm,72,1022600151.0,SEA,5,Jul,False,84.0,2026-27,regular_season,"D. Malonga — 22 pts, 5 reb",PDX,149,-5,W,L,
DAL,Dallas Wings,89,2026-07-05,1783209600000.0,18.0,TOR,Toronto Tempo,76,1022600152.0,TOR,13,Jul,False,76.0,2026-27,regular_season,"P. Bueckers — 22 pts, 7 ast",DAL,165,-13,W,L,
IND,Indiana Fever,84,2026-07-05,1783209600000.0,5.0,LVA,Las Vegas Aces,68,1022600153.0,LVA,16,Jul,False,72.5,2026-27,regular_season,"K. Mitchell — 27 pts, 3 ast",IND,152,-16,W,L,
CON,Connecticut Sun,90,2026-07-06,1783296000000.0,59.0,MIN,Minnesota Lynx,89,1022600155.0,MIN,1,Jul,False,80.5,2026-27,regular_season,"B. Griner — 29 pts, 10 reb",CON,179,-1,W,L,
GSV,Golden State Valkyries,62,2026-07-06,1783296000000.0,11.0,WAS,Washington Mystics,49,1022600154.0,WAS,13,Jul,False,68.0,2026-27,regular_season,"K. Chen — 14 pts, 4 ast",GSV,111,-13,W,L,
SEA,Seattle Storm,82,2026-07-06,1783296000000.0,14.0,LAS,Los Angeles Sparks,64,1022600156.0,LAS,18,Jul,False,85.0,2026-27,regular_season,"F. Johnson — 23 pts, 5 reb",SEA,146,-18,W,L,
CHI,Chicago Sky,77,2026-07-07,1783382400000.0,21.0,PHX,Phoenix Mercury,66,1022600158.0,PHX,11,Jul,False,80.0,2026-27,regular_season,"K. Copper — 25 pts, 4 reb",CHI,143,-11,W,L,
DAL,Dallas Wings,88,2026-07-07,1783382400000.0,30.0,NYL,New York Liberty,77,1022600157.0,NYL,11,Jul,False,81.0,2026-27,regular_season,"B. Stewart — 29 pts, 9 reb",DAL,165,-11,W,L,
GSV,Golden State Valkyries,83,2026-07-08,1783468800000.0,26.0,TOR,Toronto Tempo,75,1022600159.0,TOR,8,Jul,False,76.0,2026-27,regular_season,"J. Salaun — 26 pts, 6 reb",GSV,158,-8,W,L,
IND,Indiana Fever,92,2026-07-08,1783468800000.0,46.0,LAS,Los Angeles Sparks,106,1022600161.0,IND,14,Jul,False,91.5,2026-27,regular_season,"K. Mitchell — 29 pts, 4 reb",LAS,198,14,L,W,
MIN,Minnesota Lynx,86,2026-07-08,1783468800000.0,38.0,CON,Connecticut Sun,80,1022600160.0,CON,6,Jul,False,78.5,2026-27,regular_season,"K. McBride — 23 pts, 4 reb",MIN,166,-6,W,L,
IND,Indiana Fever,92,2026-07-09,1783555200000.0,51.0,PHX,Phoenix Mercury,89,1022600163.0,PHX,3,Jul,False,78.5,2026-27,regular_season,"K. Mitchell — 29 pts, 8 ast",IND,181,-3,W,L,
LVA,Las Vegas Aces,88,2026-07-09,1783555200000.0,31.0,PDX,Portland Fire,80,1022600164.0,PDX,8,Jul,False,77.0,2026-27,regular_season,"A. Wilson — 32 pts, 10 reb",LVA,168,-8,W,L,
SEA,Seattle Storm,78,2026-07-09,1783555200000.0,39.0,ATL,Atlanta Dream,89,1022600162.0,SEA,11,Jul,False,89.5,2026-27,regular_season,"A. Gray — 22 pts, 5 ast",ATL,167,11,L,W,
CHI,Chicago Sky,87,2026-07-10,1783641600000.0,40.0,LAS,Los Angeles Sparks,102,1022600167.0,CHI,15,Jul,False,87.0,2026-27,regular_season,"N. Ogwumike — 25 pts, 12 reb",LAS,189,15,L,W,
DAL,Dallas Wings,108,2026-07-10,1783641600000.0,36.0,TOR,Toronto Tempo,95,1022600166.0,TOR,13,Jul,False,78.5,2026-27,regular_season,"P. Bueckers — 34 pts, 6 reb",DAL,203,-13,W,L,
GSV,Golden State Valkyries,79,2026-07-10,1783641600000.0,6.0,CON,Connecticut Sun,64,1022600165.0,CON,15,Jul,False,73.5,2026-27,regular_season,"V. Burton — 17 pts, 6 ast",GSV,143,-15,W,L,
NYL,New York Liberty,85,2026-07-11,1783728000000.0,43.0,MIN,Minnesota Lynx,90,1022600168.0,NYL,5,Jul,False,78.0,2026-27,regular_season,"S. Ionescu — 25 pts, 8 reb",MIN,175,5,L,W,
PDX,Portland Fire,102,2026-07-11,1783728000000.0,48.0,ATL,Atlanta Dream,92,1022600170.0,ATL,10,Jul,False,82.5,2026-27,regular_season,"A. Gray — 20 pts, 3 reb",PDX,194,-10,W,L,
PHX,Phoenix Mercury,58,2026-07-11,1783728000000.0,14.0,LVA,Las Vegas Aces,106,1022600169.0,PHX,48,Jul,False,81.5,2026-27,regular_season,"A. Wilson — 21 pts, 15 reb",LVA,164,48,L,W,
CHI,Chicago Sky,91,2026-07-12,1783814400000.0,49.0,DAL,Dallas Wings,96,1022600173.0,CHI,5,Jul,False,78.5,2026-27,regular_season,"P. Bueckers — 22 pts, 11 ast",DAL,187,5,L,W,
IND,Indiana Fever,109,2026-07-12,1783814400000.0,19.0,LVA,Las Vegas Aces,75,1022600174.0,LVA,34,Jul,False,79.0,2026-27,regular_season,"K. Mitchell — 27 pts, 3 reb",IND,184,-34,W,L,
NYL,New York Liberty,91,2026-07-12,1783814400000.0,69.0,TOR,Toronto Tempo,93,1022600171.0,NYL,2,Jul,False,89.0,2026-27,regular_season,"M. Mabrey — 30 pts, 5 ast",TOR,184,2,L,W,
SEA,Seattle Storm,79,2026-07-12,1783814400000.0,45.0,WAS,Washington Mystics,84,1022600172.0,SEA,5,Jul,False,82.0,2026-27,regular_season,"N. Hiedeman — 31 pts, 3 reb",WAS,163,5,L,W,
LAS,Los Angeles Sparks,92,2026-07-13,1783900800000.0,53.0,ATL,Atlanta Dream,101,1022600175.0,LAS,9,Jul,False,84.5,2026-27,regular_season,"A. Reese — 23 pts, 13 reb",ATL,193,9,L,W,
PHX,Phoenix Mercury,100,2026-07-13,1783900800000.0,63.0,MIN,Minnesota Lynx,104,1022600176.0,PHX,4,Jul,False,81.5,2026-27,regular_season,"K. McBride — 37 pts, 6 reb",MIN,204,4,L,W,
PDX,Portland Fire,87,2026-07-14,1783987200000.0,52.0,CON,Connecticut Sun,90,1022600177.0,PDX,3,Jul,False,80.0,2026-27,regular_season,"A. Edwards — 21 pts, 8 reb",CON,177,3,L,W,
WAS,Washington Mystics,79,2026-07-14,1783987200000.0,1.0,TOR,Toronto Tempo,62,1022600178.0,TOR,17,Jul,False,72.5,2026-27,regular_season,"K. Iriafen — 25 pts, 14 reb",WAS,141,-17,W,L,
GSV,Golden State Valkyries,88,2026-07-15,1784073600000.0,19.0,IND,Indiana Fever,75,1022600181.0,IND,13,Jul,False,78.5,2026-27,regular_season,"K. Mitchell — 20 pts, 4 ast",GSV,163,-13,W,L,
LAS,Los Angeles Sparks,87,2026-07-15,1784073600000.0,46.0,MIN,Minnesota Lynx,96,1022600180.0,LAS,9,Jul,False,83.0,2026-27,regular_season,"R. Burrell — 24 pts, 4 reb",MIN,183,9,L,W,
SEA,Seattle Storm,90,2026-07-15,1784073600000.0,60.0,CHI,Chicago Sky,95,1022600179.0,SEA,5,Jul,False,85.0,2026-27,regular_season,"F. Johnson — 25 pts, 6 reb",CHI,185,5,L,W,
PDX,Portland Fire,75,2026-07-16,1784160000000.0,0.0,WAS,Washington Mystics,56,1022600182.0,WAS,19,Jul,False,74.5,2026-27,regular_season,"S. Austin — 19 pts, 9 reb",PDX,131,-19,W,L,
ATL,Atlanta Dream,111,2026-07-17,1784246400000.0,29.0,TOR,Toronto Tempo,92,1022600185.0,TOR,19,Jul,False,81.0,2026-27,regular_season,"M. Mabrey — 26 pts, 4 reb",ATL,203,-19,W,L,
CON,Connecticut Sun,96,2026-07-17,1784246400000.0,36.0,PHX,Phoenix Mercury,83,1022600187.0,PHX,13,Jul,False,83.5,2026-27,regular_season,"L. Lacan — 26 pts, 5 ast",CON,179,-13,W,L,
LAS,Los Angeles Sparks,82,2026-07-17,1784246400000.0,35.0,CHI,Chicago Sky,96,1022600186.0,LAS,14,Jul,False,85.0,2026-27,regular_season,"S. Taylor — 19 pts, 2 ast",CHI,178,14,L,W,
SEA,Seattle Storm,107,2026-07-17,1784246400000.0,71.0,IND,Indiana Fever,110,1022600184.0,SEA,3,Jul,False,85.0,2026-27,regular_season,"C. Clark — 45 pts, 10 ast",IND,217,3,L,W,
NYL,New York Liberty,88,2026-07-18,1784332800000.0,32.0,IND,Indiana Fever,108,1022600188.0,NYL,20,Jul,False,83.5,2026-27,regular_season,"K. Mitchell — 33 pts, 1 ast",IND,196,20,L,W,
PDX,Portland Fire,93,2026-07-18,1784332800000.0,53.0,MIN,Minnesota Lynx,101,1022600189.0,PDX,8,Jul,False,82.5,2026-27,regular_season,"K. McBride — 24 pts, 3 reb",MIN,194,8,L,W,
WAS,Washington Mystics,69,2026-07-18,1784332800000.0,30.0,GSV,Golden State Valkyries,74,1022600190.0,WAS,5,Jul,False,68.0,2026-27,regular_season,"S. Austin — 18 pts, 16 reb",GSV,143,5,L,W,
CHI,Chicago Sky,91,2026-07-19,1784419200000.0,60.0,ATL,Atlanta Dream,93,1022600192.0,CHI,2,Jul,False,81.0,2026-27,regular_season,"A. Gray — 29 pts, 6 reb",ATL,184,2,L,W,
CON,Connecticut Sun,63,2026-07-19,1784419200000.0,21.0,PHX,Phoenix Mercury,72,1022600193.0,CON,9,Jul,False,77.5,2026-27,regular_season,"D. Bonner — 21 pts, 6 reb",PHX,135,9,L,W,
LAS,Los Angeles Sparks,82,2026-07-19,1784419200000.0,40.0,DAL,Dallas Wings,90,1022600191.0,LAS,8,Jul,False,81.0,2026-27,regular_season,"P. Bueckers — 25 pts, 5 ast",DAL,172,8,L,W,
LVA,Las Vegas Aces,109,2026-07-20,1784505600000.0,26.0,TOR,Toronto Tempo,83,1022600194.0,TOR,26,Jul,False,81.0,2026-27,regular_season,"I. Harrison — 26 pts, 11 reb",LVA,192,-26,W,L,
MIN,Minnesota Lynx,105,2026-07-20,1784505600000.0,67.0,SEA,Seattle Storm,102,1022600196.0,SEA,3,Jul,False,82.5,2026-27,regular_season,"K. McBride — 33 pts, 2 reb",MIN,207,-3,W,L,
NYL,New York Liberty,99,2026-07-20,1784505600000.0,85.0,DAL,Dallas Wings,98,1022600183.0,DAL,1,Jul,True,84.0,2026-27,regular_season,"B. Stewart — 33 pts, 13 reb",NYL,197,-1,W,L,
WAS,Washington Mystics,90,2026-07-20,1784505600000.0,33.0,GSV,Golden State Valkyries,82,1022600195.0,GSV,8,Jul,False,76.5,2026-27,regular_season,"K. Iriafen — 23 pts, 12 reb",WAS,172,-8,W,L,
CHI,Chicago Sky,94,2026-07-22,1784678400000.0,71.0,NYL,New York Liberty,95,1022600199.0,CHI,1,Jul,False,84.5,2026-27,regular_season,"S. Taylor — 31 pts, 3 reb",NYL,189,1,L,W,
CON,Connecticut Sun,88,2026-07-22,1784678400000.0,38.0,IND,Indiana Fever,123,1022600201.0,CON,35,Jul,False,86.5,2026-27,regular_season,"C. Clark — 27 pts, 11 ast",IND,211,35,L,W,
DAL,Dallas Wings,101,2026-07-22,1784678400000.0,62.0,PDX,Portland Fire,97,1022600202.0,PDX,4,Jul,False,81.5,2026-27,regular_season,"A. Ogunbowale — 24 pts, 6 ast",DAL,198,-4,W,L,
LVA,Las Vegas Aces,99,2026-07-22,1784678400000.0,65.0,WAS,Washington Mystics,100,1022600200.0,LVA,1,Jul,False,79.0,2026-27,regular_season,"A. Wilson — 38 pts, 7 reb",WAS,199,1,L,W,
MIN,Minnesota Lynx,86,2026-07-22,1784678400000.0,32.0,SEA,Seattle Storm,76,1022600198.0,SEA,10,Jul,False,81.5,2026-27,regular_season,"N. Collier — 24 pts, 10 reb",MIN,162,-10,W,L,
PHX,Phoenix Mercury,86,2026-07-22,1784678400000.0,51.0,LAS,Los Angeles Sparks,82,1022600197.0,LAS,4,Jul,False,83.0,2026-27,regular_season,"K. Copper — 21 pts, 3 ast",PHX,168,-4,W,L,
CON,Connecticut Sun,84,2026-07-28,1785196800000.0,40.0,WAS,Washington Mystics,92,1022600203.0,CON,8,Jul,False,80.0,2026-27,regular_season,"S. Citron — 22 pts, 4 ast",WAS,176,8,L,W,
IND,Indiana Fever,105,2026-07-28,1785196800000.0,46.0,SEA,Seattle Storm,95,1022600205.0,SEA,10,Jul,False,80.5,2026-27,regular_season,"N. Hiedeman — 33 pts, 6 reb",IND,200,-10,W,L,
NYL,New York Liberty,113,2026-07-28,1785196800000.0,70.0,LAS,Los Angeles Sparks,109,1022600207.0,LAS,4,Jul,False,86.0,2026-27,regular_season,"B. Stewart — 29 pts, 7 ast",NYL,222,-4,W,L,
PDX,Portland Fire,83,2026-07-28,1785196800000.0,24.0,LVA,Las Vegas Aces,98,1022600206.0,PDX,15,Jul,False,79.5,2026-27,regular_season,"A. Wilson — 28 pts, 14 reb",LVA,181,15,L,W,
TOR,Toronto Tempo,93,2026-07-28,1785196800000.0,57.0,MIN,Minnesota Lynx,100,1022600204.0,TOR,7,Jul,False,84.0,2026-27,regular_season,"M. Mabrey — 25 pts, 8 reb",MIN,193,7,L,W,
ATL,Atlanta Dream,82,2026-07-29,1785283200000.0,56.0,DAL,Dallas Wings,81,1022600208.0,DAL,1,Jul,False,83.0,2026-27,regular_season,"A. Gray — 25 pts, 2 ast",ATL,163,-1,W,L,
GSV,Golden State Valkyries,89,2026-07-29,1785283200000.0,52.0,PHX,Phoenix Mercury,91,1022600209.0,GSV,2,Jul,False,77.5,2026-27,regular_season,"K. Copper — 27 pts, 4 reb",PHX,180,2,L,W,
CON,Connecticut Sun,88,2026-07-30,1785369600000.0,56.0,CHI,Chicago Sky,94,1022600211.0,CON,6,Jul,False,85.0,2026-27,regular_season,"K. Cardoso — 26 pts, 6 reb",CHI,182,6,L,W,
MIN,Minnesota Lynx,104,2026-07-30,1785369600000.0,20.0,TOR,Toronto Tempo,72,1022600210.0,TOR,32,Jul,False,81.5,2026-27,regular_season,"L. Juskaite — 19 pts, 5 reb",MIN,176,-32,W,L,
NYL,New York Liberty,99,2026-07-30,1785369600000.0,65.0,LVA,Las Vegas Aces,104,1022600212.0,NYL,5,Jul,False,84.0,2026-27,regular_season,"A. Wilson — 33 pts, 10 reb",LVA,203,5,L,W,
DAL,Dallas Wings,75,2026-07-31,1785456000000.0,30.0,WAS,Washington Mystics,81,1022600214.0,DAL,6,Jul,False,74.0,2026-27,regular_season,"S. Austin — 28 pts, 10 reb",WAS,156,6,L,W,
IND,Indiana Fever,112,2026-07-31,1785456000000.0,46.0,PDX,Portland Fire,98,1022600215.0,PDX,14,Jul,False,87.5,2026-27,regular_season,"C. Clark — 26 pts, 10 reb",IND,210,-14,W,L,
SEA,Seattle Storm,89,2026-07-31,1785456000000.0,53.0,ATL,Atlanta Dream,98,1022600213.0,SEA,9,Jul,False,87.5,2026-27,regular_season,"N. Hiedeman — 23 pts, 5 reb",ATL,187,9,L,W,
LVA,Las Vegas Aces,83,2026-08-01,1785542400000.0,63.0,CHI,Chicago Sky,84,1022600216.0,LVA,1,Aug,False,85.5,2026-27,regular_season,"A. Wilson — 36 pts, 12 reb",CHI,167,1,L,W,
NYL,New York Liberty,94,2026-08-01,1785542400000.0,63.0,PHX,Phoenix Mercury,92,1022600217.0,PHX,2,Aug,False,82.5,2026-27,regular_season,"S. Ionescu — 27 pts, 10 ast",NYL,186,-2,W,L,
CON,Connecticut Sun,63,2026-08-02,1785628800000.0,5.0,DAL,Dallas Wings,83,1022600220.0,CON,20,Aug,False,79.5,2026-27,regular_season,"D. Miller — 22 pts, 4 reb",DAL,146,20,L,W,
IND,Indiana Fever,100,2026-08-02,1785628800000.0,51.0,MIN,Minnesota Lynx,108,1022600218.0,IND,8,Aug,False,80.5,2026-27,regular_season,"K. Mitchell — 37 pts, 3 ast",MIN,208,8,L,W,
LAS,Los Angeles Sparks,106,2026-08-02,1785628800000.0,68.0,PDX,Portland Fire,101,1022600219.0,PDX,5,Aug,False,86.5,2026-27,regular_season,"B. Carleton — 24 pts, 11 reb",LAS,207,-5,W,L,
TOR,Toronto Tempo,79,2026-08-02,1785628800000.0,12.0,GSV,Golden State Valkyries,96,1022600221.0,TOR,17,Aug,False,76.0,2026-27,regular_season,"J. Salaun — 24 pts, 3 reb",GSV,175,17,L,W,
LVA,Las Vegas Aces,109,2026-08-03,1785715200000.0,27.0,ATL,Atlanta Dream,87,1022600222.0,ATL,22,Aug,False,80.5,2026-27,regular_season,"J. Young — 28 pts, 11 reb",LVA,196,-22,W,L,
PHX,Phoenix Mercury,106,2026-08-03,1785715200000.0,66.0,CHI,Chicago Sky,101,1022600224.0,CHI,5,Aug,False,85.0,2026-27,regular_season,"K. Copper — 31 pts, 4 reb",PHX,207,-5,W,L,
SEA,Seattle Storm,83,2026-08-03,1785715200000.0,29.0,NYL,New York Liberty,95,1022600223.0,SEA,12,Aug,False,79.0,2026-27,regular_season,"F. Johnson — 25 pts, 3 reb",NYL,178,12,L,W,
TOR,Toronto Tempo,81,2026-08-04,1785801600000.0,26.0,GSV,Golden State Valkyries,92,1022600225.0,TOR,11,Aug,False,75.0,2026-27,regular_season,"N. Sabally — 21 pts, 6 reb",GSV,173,11,L,W,
DAL,Dallas Wings,92,2026-08-05,1785888000000.0,56.0,WAS,Washington Mystics,96,1022600228.0,DAL,4,Aug,False,80.5,2026-27,regular_season,"S. Austin — 27 pts, 13 reb",WAS,188,4,L,W,
LAS,Los Angeles Sparks,88,2026-08-05,1785888000000.0,50.0,CHI,Chicago Sky,95,1022600229.0,LAS,7,Aug,False,82.5,2026-27,regular_season,"D. Hamby — 22 pts, 14 reb",CHI,183,7,L,W,
PHX,Phoenix Mercury,82,2026-08-05,1785888000000.0,31.0,ATL,Atlanta Dream,96,1022600226.0,PHX,14,Aug,False,82.5,2026-27,regular_season,"R. Howard — 23 pts, 8 ast",ATL,178,14,L,W,
SEA,Seattle Storm,86,2026-08-05,1785888000000.0,46.0,NYL,New York Liberty,92,1022600227.0,SEA,6,Aug,False,80.0,2026-27,regular_season,"D. Malonga — 31 pts, 10 reb",NYL,178,6,L,W,
LAS,Los Angeles Sparks,89,2026-08-06,1785974400000.0,37.0,MIN,Minnesota Lynx,82,1022600231.0,MIN,7,Aug,False,78.5,2026-27,regular_season,"O. Miles — 23 pts, 8 reb",LAS,171,-7,W,L,
LVA,Las Vegas Aces,86,2026-08-06,1785974400000.0,74.0,IND,Indiana Fever,84,1022600230.0,IND,2,Aug,True,93.0,2026-27,regular_season,"K. Mitchell — 28 pts, 4 ast",LVA,170,-2,W,L,
TOR,Toronto Tempo,83,2026-08-06,1785974400000.0,38.0,PDX,Portland Fire,97,1022600232.0,TOR,14,Aug,False,86.5,2026-27,regular_season,"C. Leite — 27 pts, 11 ast",PDX,180,14,L,W,
ATL,Atlanta Dream,74,2026-08-07,1786060800000.0,47.0,WAS,Washington Mystics,79,1022600234.0,ATL,5,Aug,False,85.5,2026-27,regular_season,"A. Gray — 26 pts, 6 reb",WAS,153,5,L,W,
GSV,Golden State Valkyries,94,2026-08-07,1786060800000.0,9.0,DAL,Dallas Wings,76,1022600235.0,DAL,18,Aug,False,76.0,2026-27,regular_season,"V. Burton — 22 pts, 7 ast",GSV,170,-18,W,L,
PHX,Phoenix Mercury,72,2026-08-07,1786060800000.0,38.0,CON,Connecticut Sun,75,1022600233.0,PHX,3,Aug,False,78.5,2026-27,regular_season,"K. Plum — 25 pts, 3 ast",CON,147,3,L,W,
IND,Indiana Fever,90,2026-08-08,1786147200000.0,49.0,CHI,Chicago Sky,86,1022600237.0,CHI,4,Aug,False,79.5,2026-27,regular_season,"K. Mitchell — 27 pts, 5 reb",IND,176,-4,W,L,
LVA,Las Vegas Aces,87,2026-08-08,1786147200000.0,40.0,MIN,Minnesota Lynx,98,1022600236.0,LVA,11,Aug,False,82.0,2026-27,regular_season,"O. Miles — 26 pts, 7 ast",MIN,185,11,L,W,
SEA,Seattle Storm,93,2026-08-08,1786147200000.0,53.0,PDX,Portland Fire,100,1022600238.0,SEA,7,Aug,False,81.5,2026-27,regular_season,"B. Carleton — 24 pts, 6 reb",PDX,193,7,L,W,
DAL,Dallas Wings,90,2026-08-09,1786233600000.0,39.0,MIN,Minnesota Lynx,103,1022600241.0,DAL,13,Aug,False,82.0,2026-27,regular_season,"K. McBride — 43 pts, 1 reb",MIN,193,13,L,W,
GSV,Golden State Valkyries,84,2026-08-09,1786233600000.0,33.0,LAS,Los Angeles Sparks,78,1022600242.0,LAS,6,Aug,False,71.5,2026-27,regular_season,"N. Ogwumike — 16 pts, 7 reb",GSV,162,-6,W,L,
LVA,Las Vegas Aces,71,2026-08-09,1786233600000.0,22.0,NYL,New York Liberty,111,1022600239.0,LVA,40,Aug,False,81.0,2026-27,regular_season,"M. Johannes — 27 pts, 3 ast",NYL,182,40,L,W,
PHX,Phoenix Mercury,75,2026-08-09,1786233600000.0,15.0,WAS,Washington Mystics,95,1022600240.0,PHX,20,Aug,False,80.5,2026-27,regular_season,"S. Austin — 19 pts, 11 reb",WAS,170,20,L,W,
CHI,Chicago Sky,88,2026-08-10,1786320000000.0,52.0,SEA,Seattle Storm,97,1022600244.0,CHI,9,Aug,False,86.5,2026-27,regular_season,"D. Malonga — 26 pts, 10 reb",SEA,185,9,L,W,
TOR,Toronto Tempo,95,2026-08-10,1786320000000.0,49.0,ATL,Atlanta Dream,107,1022600243.0,TOR,12,Aug,False,84.5,2026-27,regular_season,"M. Mabrey — 36 pts, 3 ast",ATL,202,12,L,W,
NYL,New York Liberty,92,2026-08-11,1786406400000.0,39.0,IND,Indiana Fever,106,1022600245.0,NYL,14,Aug,False,82.0,2026-27,regular_season,"K. Mitchell — 28 pts, 3 reb",IND,198,14,L,W,
PHX,Phoenix Mercury,94,2026-08-11,1786406400000.0,55.0,LAS,Los Angeles Sparks,87,1022600247.0,LAS,7,Aug,False,88.5,2026-27,regular_season,"N. Brochant — 24 pts, 3 reb",PHX,181,-7,W,L,
WAS,Washington Mystics,76,2026-08-11,1786406400000.0,23.0,LVA,Las Vegas Aces,86,1022600246.0,WAS,10,Aug,False,75.0,2026-27,regular_season,"A. Wilson — 26 pts, 13 reb",LVA,162,10,L,W,
CHI,Chicago Sky,71,2026-08-12,1786492800000.0,9.0,GSV,Golden State Valkyries,91,1022600249.0,CHI,20,Aug,False,79.0,2026-27,regular_season,"T. Hayes — 22 pts, 6 reb",GSV,162,20,L,W,
MIN,Minnesota Lynx,85,2026-08-12,1786492800000.0,48.0,PDX,Portland Fire,81,1022600250.0,PDX,4,Aug,False,81.5,2026-27,regular_season,"N. Collier — 20 pts, 9 reb",MIN,166,-4,W,L,
TOR,Toronto Tempo,88,2026-08-12,1786492800000.0,47.0,DAL,Dallas Wings,94,1022600248.0,TOR,6,Aug,False,80.0,2026-27,regular_season,"M. Mabrey — 23 pts, 4 ast",DAL,182,6,L,W,
ATL,Atlanta Dream,104,2026-08-13,1786579200000.0,11.0,CON,Connecticut Sun,69,1022600251.0,CON,35,Aug,False,77.5,2026-27,regular_season,"R. Howard — 29 pts, 5 reb",ATL,173,-35,W,L,
LAS,Los Angeles Sparks,81,2026-08-13,1786579200000.0,45.0,NYL,New York Liberty,85,1022600252.0,LAS,4,Aug,False,80.0,2026-27,regular_season,"R. Burrell — 28 pts, 3 reb",NYL,166,4,L,W,
